recipient_name,cleaned_names,exclude,Notes
LIL BOWL,LIL BOWL,,
LIKETY SPLIT,LIKETY SPLIT,,
LIGTRAIL CREDIT SERVICES,LIGTRAIL CREDIT SERVICES,y,
LIGHTNING WEAR APPAREL,LIGHTNING WEAR APPAREL,,
LIGHTNING EXPRESS,LIGHTNING EXPRESS,,
LIGHTFOOT,LIGHTFOOT,,
LIFEBUILDER,LIFEBUILDER,,
LIDL US LLC,LIDL US LLC,,
LIDL,LIDL,,
LICKITY SPLIT,LICKITY SPLIT,,
LICKETY SPLIT RONALD REGAN INTERNATIONAL AIRPORT,LICKETY SPLIT RONALD REGAN INTERNATIONAL AIRPORT,,
LICKETY SPLIT,LICKETY SPLIT,,
LIBRARY OF CONGRESS MADISON CAFETERIA,LIBRARY OF CONGRESS MADISON CAFETERIA,,
LIBRARY OF CONGRESS MADISON CAFE,LIBRARY OF CONGRESS MADISON CAFE,,
LIBRARY OF CONGRESS,LIBRARY OF CONGRESS,y,
LIBERTY UNIVERSITY DINING-SODEXO,LIBERTY UNIVERSITY DININGSODEXO,,
LIBERTY UNIVERSITY CATERING,LIBERTY UNIVERSITY CATERING,,
LIBERTY TAVERN,LIBERTY TAVERN,,
LIBERTY PROJECT,LIBERTY PROJECT,,
LIBERTY MUTUAL,LIBERTY MUTUAL,,
LIBERTY LANES BOWLING,LIBERTY LANES BOWLING,,
LIBERTY FARM,LIBERTY FARM,,
LIBERTY EAST,LIBERTY EAST,,
LIBERTY BARBECUE,LIBERTY BARBECUE,,
LIBERTARIAN STATE LEADERSHIP ALLLIANCE,LIBERTARIAN STATE LEADERSHIP ALLLIANCE,y,
LIBERTARIAN STATE LEADERSHIP ALLIANCE,LIBERTARIAN STATE LEADERSHIP ALLIANCE,y,
LIBERTARIAN NATIONAL PARTY,LIBERTARIAN NATIONAL PARTY,,
"LIBERTARIAN NATIONAL COMMITTEE, INC.","LIBERTARIAN NATIONAL COMMITTEE, INC.",y,
LIBERATORIES RESTAURANT,LIBERATORIES RESTAURANT,,
LIBERATORES RISTORANTE,LIBERATORES RISTORANTE,,
LIBERATORE'S RISTORANTE & CATERING,LIBERATORE'S RISTORANTE & CATERING,,
LIBERATORE'S RESTUARANT,LIBERATORE'S RESTUARANT,,
LIBERATORE'S RESTAURANT,LIBERATORE'S RESTAURANT,,
LIB'S GRILL,LIB'S GRILL,,
LIB & AMY CATERING,LIB & AMY CATERING,,
LIASON WASHINGTON CAPITOL HILL,LIASON WASHINGTON CAPITOL HILL,,
LIASON OF CAPITOL HILL,LIASON OF CAPITOL HILL,,
LIASON CAPITOL HILL HOTEL,LIASON CAPITOL HILL HOTEL,,
LIASON CAPITOL HILL DC,LIASON CAPITOL HILL DC,,
LIASON CAPITOL HILL,LIASON CAPITOL HILL,,
LIASON,LIASON,,
LIAISON WASHINGTON DC,LIAISON WASHINGTON DC,,
LIAISON WASHINGTON CAPITOL HILL,LIAISON WASHINGTON CAPITOL HILL,,
LIAISON WASHINGTON,LIAISON WASHINGTON,,
LIAISON HOTEL CAPITOL HILL,LIAISON HOTEL CAPITOL HILL,,
LIAISON HOTEL,LIAISON HOTEL,,
LIAISON CAPITOL HOTEL,LIAISON CAPITOL HOTEL,,
"LIAISON CAPITOL HILL, THE","LIAISON CAPITOL HILL, THE",,
"LIAISON CAPITOL HILL,  AN AFFINIA HOTEL","LIAISON CAPITOL HILL,  AN AFFINIA HOTEL",,
LIAISON CAPITOL HILL HOTEL,LIAISON CAPITOL HILL HOTEL,,
LIAISON CAPITOL HILL DC,LIAISON CAPITOL HILL DC,,
LIAISON CAPITOL HILL,LIAISON CAPITOL HILL,,
LIAISON CAPITOL,LIAISON CAPITOL,,
LIAISON CAPITAL HILL DC,LIAISON CAPITAL HILL DC,,
LIAISON CAPITAL HILL,LIAISON CAPITAL HILL,,
LIAISON,LIAISON,,
"LHD & ASSOCIATES, INC.","LHD & ASSOCIATES, INC.",y,
LHC CONFERENCE CENTER,LHC CONFERENCE CENTER,y,
LGBTQ VICTORY INSTITUTE,LGBTQ VICTORY INSTITUTE,y,
LGBTQ VICTORY FUND FEDERAL PAC,LGBTQ VICTORY FUND FEDERAL PAC,y,
LGBT DEMOCRATS OF VIRGINIA,LGBT DEMOCRATS OF VIRGINIA,y,
LEXINGTON AMOCO 8168,LEXINGTON AMOCO 8168,,
"LEWANDOWSKI STRATEGIC ADVISORS, LLC","LEWANDOWSKI STRATEGIC ADVISORS, LLC",y,
LEVYS RESTAURANTS,LEVYS RESTAURANTS,,
LEVY'S FEDEX FIELD,LEVY'S FEDEX FIELD,,
LEVY'S,LEVY'S,,
LEVY RESTURANTS,LEVY RESTURANTS,,
LEVY RESTRAUANTS,LEVY RESTRAUANTS,,
LEVY RESTAURANTS EXECUTIVE SUITES AT VERIZON CENTER,LEVY RESTAURANTS EXECUTIVE SUITES AT VERIZON CENTER,y,
LEVY RESTAURANTS EXECUTIVE SUITES,LEVY RESTAURANTS EXECUTIVE SUITES,,
LEVY RESTAURANTS AT VERIZON CENTER,LEVY RESTAURANTS AT VERIZON CENTER,,
LEVY RESTAURANT AT NATIONALS PARK,LEVY RESTAURANTS AT NATIONALS PARK,,
LEVY RESTAURANT SUITES AT NATIONALS PARK,LEVY RESTAURANTS AT NATIONALS PARK,,
"LEVY RESTAURANT, NATIONALS PARK",LEVY RESTAURANTS AT NATIONALS PARK,,
LEVY RESTAURANTS AT NATIONALS PARK,LEVY RESTAURANTS AT NATIONALS PARK,,
LEVY'S RESTAURANT - WASHINGTON NATIONALS,LEVY RESTAURANTS AT NATIONALS PARK,,
LEVY RESTAURANTS AT MCI CENTER,LEVY RESTAURANTS AT MCI CENTER,,
LEVY RESTAURANTS AT FEDEX FIELD,LEVY RESTAURANTS AT FEDEX FIELD,,
LEVY RESTAURANTS @ MCI CENTER,LEVY RESTAURANTS AT MCI CENTER,,
LEVY RESTAURANTS - FEDEX FIELD,LEVY RESTAURANTS  FEDEX FIELD,,
LEVY RESTAURANTS,LEVY RESTAURANTS,,
LEVY RESTAURANT AT MCI CENTER,LEVY RESTAURANTS AT MCI CENTER,,
LEVY RESTAURANT @ MCI CENTER,LEVY RESTAURANTS AT MCI CENTER,,
LEVY RESTAURANT,LEVY RESTAURANT,,
LEVY MCI CENTER,LEVY RESTAURANTS AT MCI CENTER,,
LEVY FOOD SERVICES,LEVY FOOD SERVICES,y,
LEVY CATERING,LEVY CATERING,,
LEVY AT MCI CENTER,LEVY RESTAURANTS AT MCI CENTER,,
LEVY AT FEDEX FIELD,LEVY AT FEDEX FIELD,,
LEVY @ MCI CENTER,LEVY RESTAURANTS AT MCI CENTER,,
LEVY,LEVY,,
LEVIS PORT CAFE,LEVIS PORT CAFE,,
LEVI'S PORT CAFE,LEVI'S PORT CAFE,,
LEVI RESTAURANTS/VERIZON CENTER,LEVY RESTAURANTS AT MCI CENTER,,
LEVI AT VERIZON CENTER,LEVY RESTAURANTS AT MCI CENTER,,
LEVELUPSWEETGREEN,LEVELUPSWEETGREEN,,
LEVELUP SWEETGREEN 2330,LEVELUP SWEETGREEN 2330,,
LEVELUP SWEETGREEN,LEVELUP SWEETGREEN,,
LEVATINO GROUP,LEVATINO GROUP,,
LEVANTINO GROUP,LEVANTINO GROUP,,
LEVANTES 65000000530,LEVANTES 65000000530,,
LEVANTE'S,LEVANTE'S,,
LEVANTE RESTAURANT,LEVANTE RESTAURANT,,
LEVAIN BAKERY,LEVAIN BAKERY,,
LETTUCE ENTERTAIN YOU,LETTUCE ENTERTAIN YOU,,
LETS MIX BIBIJA,LETS MIX BIBIJA,,
LETS MIX,LETS MIX,,
LETITIA WHITE,LETITIA WHITE,,
LET'S MIX BIBIJA!,LET'S MIX! BIBIJA,,
LET'S MIX! BIBIJA,LET'S MIX! BIBIJA,,
LET'S MIX! BIBIJA!,LET'S MIX! BIBIJA,,
LET'S MIX BIBIJA ASIAN FOOD,LET'S MIX BIBIJA ASIAN FOOD,,
LET'S MIX BIBIJA,LET'S MIX BIBIJA,,
"LESINSKI, JOHN DANIEL","LESINSKI, JOHN DANIEL",,
LES WILLIAMSON LLC,LES WILLIAMSON LLC,,
LEOPOLDS CAFE,LEOPOLDS CAFE,,
LEONE'S,LEONE'S,,
LEONARDO'S CATERING,LEONARDO'S CATERING,,
LEON,LEON,,
LENNY'S,LENNY'S,,
LENFANT PLAZA HOTEL,LENFANT PLAZA HOTEL,,
LENFANT CAFE BAR 884,LENFANT CAFE BAR 884,,
LENA'S,LENA'S,,
LEN SPODEN PHOTOGRAPHY,LEN SPODEN PHOTOGRAPHY,y,
LEMAIRE RESTAURANT,LEMAIRE RESTAURANT,,
"LEITER'S FINE CATERING, INC","LEITER'S FINE CATERING, INC",,
LEITER'S FINE CATERING,LEITER'S FINE CATERING,,
LEISURE WORLD WINE & LIQUOR,LEISURE WORLD WINE & LIQUOR,,
LEISURE WORLD SILVER SPRING,LEISURE WORLD SILVER SPRING,y,
LEIDOS,LEIDOS,,
LEGRENIER,LEGRENIER,,
LEGRAND KITCHEN,LEGRAND KITCHEN,,
LEGEND BREWING CO,LEGEND BREWING CO,,
LEGAL SEAFOODS DC,LEGAL SEAFOODS DC,,
LEGAL SEAFOODS #200,LEGAL SEAFOODS #200,,
LEGAL SEAFOODS - ARLINGTON,LEGAL SEAFOODS  ARLINGTON,,
LEGAL SEAFOODS,LEGAL SEAFOODS,,
LEGAL SEAFOOD RESTAURANT,LEGAL SEAFOOD RESTAURANT,,
LEGAL SEAFOOD,LEGAL SEAFOOD,,
"LEGAL SEA FOODS, DC","LEGAL SEA FOODS, DC",,
LEGAL SEA FOODS INC.,LEGAL SEA FOODS INC.,,
LEGAL SEA FOODS- DC,LEGAL SEA FOODS DC,,
LEGAL SEA FOODS #204,LEGAL SEA FOODS #204,,
LEGAL SEA FOODS #200,LEGAL SEA FOODS #200,,
LEGAL SEA FOODS,LEGAL SEA FOODS,,
LEGAL SEA FOOD,LEGAL SEA FOOD,,
LEGAL SEA BAR UNION ST,LEGAL SEA BAR UNION ST,,
LEGAL SEA BAR DC,LEGAL SEA BAR DC,,
LEGAL SEA BAR,LEGAL SEA BAR,,
LEGAL AID JUSTICE CENTER,LEGAL AID JUSTICE CENTER,y,
LEFTY'S PIZZA,LEFTY'S PIZZA,,
LEFTY'S,LEFTY'S,,
LEESBURG VINTNER,LEESBURG VINTNER,,
LEESBURG FOOD SHOP,LEESBURG FOOD SHOP,,
LEESBURG FESTIVAL,LEESBURG FESTIVAL,,
LEES FLOWER SHOP,LEES FLOWER SHOP,y,
LEE-FENDALL HOUSE MUSEUM,LEEFENDALL HOUSE MUSEUM,y,
LEEDS THE WAY LLC,LEEDS THE WAY LLC,,
LEEANN CHIN INC,LEEANN CHIN INC,,
LEEANN CHIN,LEEANN CHIN,,
LEE'S SWINE & GOURMET,LEE'S SWINE & GOURMET,,
LEE'S FLOWER AND CARD SHOP,LEE'S FLOWER AND CARD SHOP,y,
LEE'S CUSTOM TAILORI,LEE'S CUSTOM TAILORI,,
LEDOS PIZZA,LEDOS PIZZA,,
LEDO'S PIZZA,LEDO'S PIZZA,,
LEDO PIZZA & PASTA,LEDO PIZZA & PASTA,,
LEDO PIZZA,LEDO PIZZA,,
LEBANESE TAVERNA WOO,LEBANESE TAVERNA WOO,,
LEBANESE TAVERNA EXPRESS,LEBANESE TAVERNA EXPRESS,,
LEBANESE TAVERNA DC,LEBANESE TAVERNA DC,,
LEBANESE TAVERNA BETHESDA,LEBANESE TAVERNA BETHESDA,,
LEBANESE TAVERNA,LEBANESE TAVERNA,,
LEBANESE TAVERN MARKET,LEBANESE TAVERN MARKET,,
LEBANESE BUTCHER,LEBANESE BUTCHER,,
LEAPING LIZARD CAFE,LEAPING LIZARD CAFE,,
LEANN CHIN,LEANN CHIN,,
"LEAH D. DAUGHTRY ON THESE THINGS, LLC","LEAH D. DAUGHTRY ON THESE THINGS, LLC",y,
LEAGUE OF WOMEN VOTERS OF MARYLAND,LEAGUE OF WOMEN VOTERS OF MARYLAND,y,
LEAGUE OF WOMEN VOTERS,LEAGUE OF WOMEN VOTERS,y,
LEAGUE OF UNITED LATIN AMERICAN CITIZENS - MARYLAND,LEAGUE OF UNITED LATIN AMERICAN CITIZENS  MARYLAND,y,
"LEAGUE OF CONSERVATION VOTERS, INC.","LEAGUE OF CONSERVATION VOTERS, INC.",y,
LEAGUE OF CONSERVATION VOTERS INC,"LEAGUE OF CONSERVATION VOTERS, INC.",y,
LEAGUE OF CONSERVATION VOTERS ACTION FUND PAC,LEAGUE OF CONSERVATION VOTERS ACTION FUND PAC,y,
LEAGUE OF CONSERVATION VOTERS ACTION FUND (PAC),LEAGUE OF CONSERVATION VOTERS ACTION FUND (PAC),y,
LEAGUE OF CONSERVATION VOTERS ACTION FUND (LCVAF),LEAGUE OF CONSERVATION VOTERS ACTION FUND (LCVAF),y,
LEAGUE OF CONSERVATION VOTERS ACTION FUND,LEAGUE OF CONSERVATION VOTERS ACTION FUND,y,
LEAGUE OF CONSERVATION VOTERS,LEAGUE OF CONSERVATION VOTERS,y,
LEAGAL SEA FOODS #200,LEAGAL SEA FOODS #200,,
"LEADING AUTHORITIES, INC.","LEADING AUTHORITIES, INC.",y,
LEADING AUTHORITIES INC.,LEADING AUTHORITIES INC.,,
LEADING AUTHORITIES,LEADING AUTHORITIES,,
LEADERSHIP MONTGOMERY,LEADERSHIP MONTGOMERY,,
LEADERSHIP INSTITUTE,LEADERSHIP INSTITUTE,,
LEADERSHIP BALTIMORE COUNTY,LEADERSHIP BALTIMORE COUNTY,y,
LEADERS ONLY UNITE POLITICAL ACTION COMMITTEE (AKA LOU PAC),LEADERS ONLY UNITE POLITICAL ACTION COMMITTEE (AKA LOU PAC),y,
LE ZINC,LE ZINC,,
LE VIE,LE VIE,,
LE REFUGE,LE REFUGE,,
LE PAN QUOTIDIEN,LE PAN QUOTIDIEN,,
LE PAIN QUOTIIEN,LE PAIN QUOTIIEN,,
LE PAIN QUOTIDIENT,LE PAIN QUOTIDIENT,,
LE PAIN QUOTIDIEN CATERING,LE PAIN QUOTIDIEN CATERING,,
LE PAIN QUOTIDIEN 315,LE PAIN QUOTIDIEN 315,,
LE PAIN QUOTIDIEN,LE PAIN QUOTIDIEN,,
LE PAIN QUOTIDIAN,LE PAIN QUOTIDIAN,,
LE PAIN QUOTIDEN,LE PAIN QUOTIDEN,,
LE PAIN QUOTIDEIEN,LE PAIN QUOTIDEIEN,,
LE PAIN QUOTDIEN,LE PAIN QUOTDIEN,,
LE PAIN QUITODIEN,LE PAIN QUITODIEN,,
LE PAIN QUITIDIEN,LE PAIN QUITIDIEN,,
LE PAIN QUATIDIAN,LE PAIN QUATIDIAN,,
LE PAIN,LE PAIN,,
LE MERIDIEN,LE MERIDIEN,,
LE GRENIER,LE GRENIER,,
LE GRANGE,LE GRANGE,,
LE FOUNTAIN BLUE,LE FOUNTAIN BLUE,,
LE DIPLOMATE RESTAURANT,LE DIPLOMATE RESTAURANT,,
LE DIPLOMATE,LE DIPLOMATE,,
LE DIPLOMAT,LE DIPLOMAT,,
LE DESALES,LE DESALES,,
LE DEPLOMATE,LE DEPLOMATE,,
LE CLOU RESTAURANT,LE CLOU RESTAURANT,,
LE CLOU,LE CLOU,,
LE CLAIR RYAN,LE CLAIR RYAN,,
LE BONE CAFE,LE BONE CAFE,,
LE BON CAFE-WASHINGTON DC,LE BON CAFE DC,,
LE BON CAFE AND SPLENDID,LE BON CAFE AND SPLENDID,,
LE BON CAFE - SPLEND,LE BON CAFE  SPLEND,,
LE BON CAFE,LE BON CAFE,,
LE BON,LE BON,,
LC QUEENS CHAPEL LLC,LC QUEENS CHAPEL LLC,,
LB4 DC,LB4 DC,,
LB DC 1212,LB DC 1212,,
LB DC,LB DC,,
LAZ PARKING,LAZ PARKING,y,
LAZ PARKING 570209 0,LAZ PARKING,y,
LAZ PARKING 570228,LAZ PARKING,y,
LAZ PARKING LIMITED LTD,LAZ PARKING,y,
LAYALINA RESTAURANT,LAYALINA RESTAURANT,,
LAWSONS GOURMET PROVISIONS,LAWSONS GOURMET PROVISIONS,,
LAWSONS GOURMET,LAWSONS GOURMET,,
LAWSONS DELI,LAWSONS DELI,,
LAWSON'S GOURMET PROVISIONS,LAWSON'S GOURMET PROVISIONS,,
LAWSON'S GOURMET CATERING,LAWSON'S GOURMET CATERING,,
LAWSON'S GOURMET,LAWSON'S GOURMET,,
LAWSON'S DELI,LAWSON'S DELI,,
LAWRENCE JACKSON IMAGES,LAWRENCE JACKSON IMAGES,,
LAWRENCE DISTRIBUTING,LAWRENCE DISTRIBUTING,,
LAVIE,LAVIE,,
LAVENDER MOON CUPCAKERY,LAVENDER MOON CUPCAKERY,,
LAVANGA,LAVANGA,,
LAVAGNA RESTAURANT,LAVAGNA RESTAURANT,,
LAVAGNA DC,LAVAGNA DC,,
LAVAGNA,LAVAGNA,,
SQ  LAVAGNA,LAVAGNA,,
SQ LAVAGNA,LAVAGNA,,
LAURRAPIN LLC C/O KEVIN THOMPSON,LAURRAPIN LLC C/O KEVIN THOMPSON,y,
LAURRAPIN LLC,LAURRAPIN LLC,,
LAURRAPIN CATERS,LAURRAPIN CATERS,,
LAURRAPIN CATERING,LAURRAPIN CATERING,,
LAURRAPIN CATERERS,LAURRAPIN CATERERS,,
LAURRAPIN,LAURRAPIN,,
"LAURIOL PLAZA, INC.","LAURIOL PLAZA, INC.",y,
LAURIOL PLAZA 800000,LAURIOL PLAZA 800000,,
LAURIOL PLAZA,LAURIOL PLAZA,,
LAUREN CHOU,LAUREN CHOU,,
LAUREN A MYLOTT,LAUREN A MYLOTT,,
"LAUREL VALLEY, LLC","LAUREL VALLEY, LLC",y,
LAUREL HILL GOLF COURSE,LAUREL HILL GOLF COURSE,,
LAURAPPIN CATERERS,LAURAPPIN CATERERS,,
LAURAPIN CATERING,LAURAPIN CATERING,,
LAURA RIZZO,LAURA RIZZO,,
LAURA LEE'S,LAURA LEE'S,,
"LAURA BELL CONSULTING, INC.","LAURA BELL CONSULTING, INC.",y,
LAUGHING MAN TAVERN,LAUGHING MAN TAVERN,,
LAUBERGE CHEZ FRANCOIS,LAUBERGE CHEZ FRANCOIS,,
LATITUDES INTERNATIONAL GRILL,LATITUDES INTERNATIONAL GRILL,,
LATITUDE 38,LATITUDE 38,,
LATINO VICTORY PROJECT,LATINO VICTORY PROJECT,y,
LATINO VICTORY FUND,LATINO VICTORY FUND,y,
LATINO DEMOCRATIC CLUB,LATINO DEMOCRATIC CLUB,,
LASER'S EDGE,LASER'S EDGE,,
LASCALA RISTORANTE ITALIANO,LASCALA RISTORANTE ITALIANO,,
LASCALA RISTORANTE,LASCALA RISTORANTE,,
LASALLE WASH. FOUR LESSEE,LASALLE WASH. FOUR LESSEE,,
LAS VEGAS RESTAURANT,LAS VEGAS RESTAURANT,,
LAS PLACITAS RESTAURANT,LAS PLACITAS RESTAURANT,,
LAS PLACITAS CANTINA,LAS PLACITAS CANTINA,,
LAS PLACITAS,LAS PLACITAS,,
LARSON FOR CONGRESS,LARSON FOR CONGRESS,y,
LARRY C. ELLIOTT,LARRY C. ELLIOTT,,
LARGENT'S RESTAURANT & BAR,LARGENT'S RESTAURANT & BAR,,
LARDENTE DC,LARDENTE DC,,
LARDENTE,LARDENTE,,
"LAPRIMA FOOD GROUP, INC. CATERING BY SEASONS","LAPRIMA FOOD GROUP, INC. CATERING BY SEASONS",,
LAPRIMA CATERING,LAPRIMA CATERING,,
LAPORTA'S RESTAURANT,LAPORTA'S RESTAURANT,,
LAPORTA'S,LAPORTA'S,,
LAPLAZA RESTORANTE,LAPLAZA RESTORANTE,,
LAPLAZA RESTAURANT,LAPLAZA RESTAURANT,,
LAOS IN TOWN,LAOS IN TOWN,,
LANSDOWNE RESORT LEESBURG,LANSDOWNE RESORT LEESBURG,,
LANSDOWNE RESORT AND SPA,LANSDOWNE RESORT AND SPA,,
LANSDOWNE RESORT,LANSDOWNE RESORT,,
LANSDOWNE,LANSDOWNE,,
LANIER PARKING,LANIER PARKING,y,
LANHAM SUNOCO,LANHAM SUNOCO,y,
LANGSTON HUGHES COMMUNITY BUSINESS AND RESOURCE CENTER,LANGSTON HUGHES COMMUNITY BUSINESS AND RESOURCE CENTER,y,
LANDSDOWNE RESORT,LANDSDOWNE RESORT,,
LANDSDOWNE,LANDSDOWNE,,
LANDMARK STRATEGIES,"LANDMARK STRATEGIES, INC",y,
"LANDMARK STRATEGIES, INC","LANDMARK STRATEGIES, INC",y,
LANDMARK PARKING,LANDMARK PARKING,y,
LANDINI'S BROTHERS RESTAURANT,LANDINI'S BROTHERS RESTAURANT,,
"LANDINI BROTHERS, INC","LANDINI BROTHERS, INC",y,
LANDINI BROTHERS RESTUARANT,LANDINI BROTHERS RESTUARANT,,
LANDINI BROTHERS RESTAURANT,LANDINI BROTHERS RESTAURANT,,
LANDINI BROTHERS RESTARANT,LANDINI BROTHERS RESTARANT,,
LANDINI BROTHERS RES,LANDINI BROTHERS RES,,
LANDINI BROTHERS INC. RESTAURANT,LANDINI BROTHERS INC. RESTAURANT,,
LANDINI BROTHERS INC.,LANDINI BROTHERS INC.,,
LANDINI BROTHERS INC,LANDINI BROTHERS INC,,
LANDINI BROTHERS,LANDINI BROTHERS,,
LANDINI BROS INC,LANDINI BROS INC,,
LANDINI BROS,LANDINI BROS,,
LANDING BROTHERS,LANDING BROTHERS,,
LANCE'S BEER & WINE,LANCE'S BEER & WINE,,
LANCE LEGGITT,LANCE LEGGITT,,
LAMPLIGHTER ROASTING COMP,LAMPLIGHTER ROASTING COMP,,
LAMAJ IN THE CITY,LAMAJ IN THE CITY,,
LALOMITA,LALOMITA,,
LALOMA RESTAURANT,LALOMA RESTAURANT,,
LALOMA MEXICAN RESTAURANT,LALOMA MEXICAN RESTAURANT,,
LAKESIDE CAFE & GRILL,LAKESIDE CAFE & GRILL,,
LAKELANDS COMMUNITY ASSOCIATION,LAKELANDS COMMUNITY ASSOCIATION,y,
LAKE RIDGE PIZZERIA,LAKE RIDGE PIZZERIA,,
LAKE RESEARCH PARTNERS,LAKE RESEARCH PARTNERS,y,
LAKE PRESIDENTIAL GOLF CLUB,LAKE PRESIDENTIAL GOLF CLUB,y,
LAKE PRESIDENTIAL CLLUBHOUSE,LAKE PRESIDENTIAL CLLUBHOUSE,y,
LAKE OF THE WOODS CLUBHOUSE,LAKE OF THE WOODS CLUBHOUSE,,
LAKE MANASSAS HEALTH & REHABILITATION CENTER,LAKE MANASSAS HEALTH & REHABILITATION CENTER,y,
"LAKE ANNA WINERY, INC.","LAKE ANNA WINERY, INC.",,
LAHINCH TAVERN AND GRILL,LAHINCH TAVERN AND GRILL,,
LAHINCH TAVERN & GRILL,LAHINCH TAVERN & GRILL,,
LAHINCH TAVERN,LAHINCH TAVERN,,
LAGANA PRINTING,LAGANA PRINTING,,
LAFONTAINE BLEUE,LAFONTAINE BLEUE,,
LAFAYETTE ROOM,LAFAYETTE ROOM,,
LAFAYETTE RESTAURANT,LAFAYETTE RESTAURANT,,
LAFAYETTE,LAFAYETTE,,
"LAFAVE, LORI B.","LAFAVE, LORI B.",,
LADY BUG CAFE,LADY BUG CAFE,,
LADUREE M STREET,LADUREE M STREET,,
LADUREE,LADUREE,,
LACY'S FLORIST,LACY'S FLORIST,y,
LABYRINTH GAMES & PUZZLES,LABYRINTH GAMES & PUZZLES,y,
LABORERS' INTERNATIONAL UNION OF NORTH AMERICA (LIUNA) PAC,LABORERS' INTERNATIONAL UNION OF NORTH AMERICA (LIUNA) PAC,y,
LA VIE RESTAURANT,LA VIE RESTAURANT,,
LA VIE DC,LA VIE DC,,
LA VIE,LA VIE,,
LA VAGNA,LA VAGNA,,
LA TRATTORIA,LA TRATTORIA,,
LA TOMATE BISTRO,LA TOMATE BISTRO,,
LA TOMATE,LA TOMATE,,
LA TOLTECA,LA TOLTECA,,
LA TEJANA,LA TEJANA,,
LA TAVOLA RESTAURANT,LA TAVOLA RESTAURANT,,
LA TAVOLA,LA TAVOLA,,
LA TASCA RESTAURANT,LA TASCA RESTAURANT,,
LA TASCA,LA TASCA,,
LA TABERNA DEL ALABARDERO,LA TABERNA DEL ALABARDERO,,
LA TABERNA DEL ALA,LA TABERNA DEL ALA,,
LA TABERNA,LA TABERNA,,
LA STRADA,LA STRADA,,
LA SCALA RISTORANTE,LA SCALA RISTORANTE,,
LA QUINTA INN,LA QUINTA INN,,
LA PRIMA/VIA CUCINA CATERING,LA PRIMA/VIA CUCINA CATERING,,
LA PRIMA/VIA CUCINA,LA PRIMA/VIA CUCINA,,
"LA PRIMA FOOD GROUP, INC.","LA PRIMA FOOD GROUP, INC.",,
"LA PRIMA FOOD GROUP, INC","LA PRIMA FOOD GROUP, INC.",,
LA PRIMA FOOD GROUP INC,LA PRIMA FOOD GROUP INC.,,
LA PRIMA FOOD GROUP INC.,LA PRIMA FOOD GROUP INC.,,
LA PRIMA FOOD GROUP,LA PRIMA FOOD GROUP,,
LA PRIMA FOOD,LA PRIMA FOOD,,
LA PRIMA CATERING,LA PRIMA CATERING,,
LA PRIMA,LA PRIMA,,
LA PLAZA RESTAURANTS,LA PLAZA RESTAURANTS,,
LA PLAZA RESTAURANT,LA PLAZA RESTAURANT,,
LA PLAZA MEXICAN CUISINE,LA PLAZA MEXICAN CUISINE,,
LA PLAZA,LA PLAZA,,
LA PIQUETTE,LA PIQUETTE,,
LA PERLA RISTORANTE,LA PERLA RISTORANTE,,
LA PERLA OF WASHINGTON,LA PERLA OF WASHINGTON,,
LA PERLA,LA PERLA,,
LA MARCHE,LA MARCHE,,
LA MADELEINE,LA MADELEINE,,
LA LOMITA RESTAURANT,LA LOMITA RESTAURANT,,
"LA LOMITA DOS-WASHINGTON, DC","LA LOMITA DOS, DC",,
LA LOMITA DOS RESTAURANT,LA LOMITA DOS RESTAURANT,,
LA LOMITA DOS,LA LOMITA DOS,,
LA LOMITA 2 RESTAURANT,LA LOMITA 2 RESTAURANT,,
LA LOMITA 2,LA LOMITA 2,,
LA LOMITA,LA LOMITA,,
LA LOMA RESTAURANT,LA LOMA RESTAURANT,,
LA LOMA MEXICAN RESTAURANT,LA LOMA MEXICAN RESTAURANT,,
LA LOMA INC.,LA LOMA INC.,,
LA LOMA INC,LA LOMA INC,,
LA LOMA,LA LOMA,,
LA JAMBE,LA JAMBE,,
LA GROTTA RISTORANTE,LA GROTTA RISTORANTE,,
LA FROMAGERIE,LA FROMAGERIE,,
LA FONTAINE BLEUE,LA FONTAINE BLEUE,,
LA FONTAINE BLEU,LA FONTAINE BLEU,,
LA FONDA,LA FONDA,,
LA FITNESS - ARLINGTON,LA FITNESS  ARLINGTON,,
LA FIESTA MEXICAN GRILL,LA FIESTA MEXICAN GRILL,,
"LA FERLA, JOHN JAMES DR J DR.","LA FERLA, JOHN JAMES DR J DR.",,
LA CUCHARA,LA CUCHARA,,
LA COTE D'OR CAFE,LA COTE D'OR CAFE,,
LA COLOMBE - MANHATTAN LAUNDRY,LA COLOMBE  MANHATTAN LAUNDRY,,
LA COLOMBE - BLAGDEN ALLEY,LA COLOMBE  BLAGDEN ALLEY,,
LA COLOMBE - BLAGDEN,LA COLOMBE  BLAGDEN,,
LA COLOMBE,LA COLOMBE,,
LA COLLINA DC,LA COLLINA DC,,
LA COLLINA,LA COLLINA,,
LA CHAUMIERE,LA CHAUMIERE,,
LA CHAUMIER,LA CHAUMIER,,
LA CHAUMERE,LA CHAUMERE,,
LA CASINA DC,LA CASINA DC,,
LA CARRETA CAFE,LA CARRETA CAFE,,
LA CARRETA,LA CARRETA,,
LA CAKERIE,LA CAKERIE,,
LA BISE,LA BISE,,
LA BERGERIE,LA BERGERIE,,
LA BELLA ITALIA,LA BELLA ITALIA,,
